CODIGO,NATUREZA_OCORRENCIA,FORMA,MUNICIPIO,BAIRRO,TIPO_LOCAL_FATO,DATA_FATO,HORA_FATO,NOME_MEIO_EMPREGADO,SEXO,NUMR_IDADE_ESTIMADA,DESC_GRAU_INSTRUCAO,NARRATIVA,PERIODO
10952,ESTELIONATO,CONSUMADO,CUIABA,COOPHAMIL,INTERNET,2025-01-29 00:00:00.000,1970-01-01 22:54:00,OUTRO(S),FEMININO,40.0,PREJUDICADO,compareceu  fatos  entrou suposto site unimed pagar mensalidade atrasada  relata entrou contato  11  982523668  cadastrado site  realizar pagamento  relata ainda r 234423  cujo montante enviado portal especialista sa ltda  cnpj  592999 000150  banco  1  conta  0  ressalta que  após alguns cobranças  ato contínuo  dirigiuse unimed   ,noite
10953,OUTRAS FRAUDES,CONSUMADO,CUIABA,PREJUDICADO,INTERNET,2025-01-08 00:00:00.000,1970-01-01 10:22:00,ELETRÔNICO,FEMININO,52.0,PREJUDICADO,vítima relatou conta facebook  verificada meta  hackeada algum tempo  desde então perdeu acesso conta  entanto  data mencionada  recebeu email vinculado conta hackeada  informando sobre aprovação anúncios relacionados venda terrenos outros itens  algo totalmente desconhecido ela  destacou nunca criou autorizou qualquer tipo anúncio relacionado terrenos conta  perceber email indicava anúncios haviam sido aprovados meta  vítima ficou ainda preocupada  pois significava conta sendo utilizada maneira fraudulenta  além disso  notou idioma anúncios diferente habitual  fez deduzir conta poderia sendo direcionada país  preocupada uso indevido dados risco enganar contatos  vítima registrou boletim ocorrência  visando resguardar alertar sobre possível uso fraudulento informações pessoais  ciente resposabilidade ocorrencias ,manhã
10954,ESTELIONATO,CONSUMADO,CUIABA,JARDIM DAS AMERICAS,VIA PÚBLICA,2024-04-03 00:00:00.000,1970-01-01 12:00:00,ELETRÔNICO,FEMININO,78.0,PREJUDICADO, contratou serviço investimento financeiro suposta plataforma  binance   pediram contrato nome  pix  cpf financiera cliente  comunicante relatou conversou atendentes supostos nomes  erica guedes   telefone      telefone 55 a vítima narra chegou contratar empréstimos aplicações  narra avó vítima dessa empresa  somam valor r 0823  transferências feitas diversas contas financeira  zoop meios pagamento   titulares   cnpj  477325 92   taise ribeiro santos  cnpj  4538 41    cnpj  519526    adriana contreira  cnpj  54490105 000103  ,tarde
10956,ESTELIONATO,CONSUMADO,CUIABA,CIDADE ALTA,RESIDÊNCIA PARTICULAR,2024-11-07 00:00:00.000,1970-01-01 08:00:00,OUTRO(S),FEMININO,49.0,PREJUDICADO,narra comunicante data acima destacada  fez emprestimo financeira  seja  facta financeira  lojas todo brasil  cnpj  atraves fones  11   tendo contratado quantia r 48  quarenta oito inicialmente depositados conta quantia r 41  quarenta pessoa facta financeira ligou comunicante dizendoq nao entraria dinheiro conta  comunicante deveria devolver dinheiro havia acabado receber  então  comunicante devolveu imediatamente quantia r 10000  conta pessoa  funcionario facta financeira  tal devolução feito conta cnpj   banco santander  disso entrou restante quantia completaria total valor emprestado  comunicante diz funcionários continuaram tentando induzila devolver todo restante dinheiro havia sido emprestado  pois cancelariam contrato emprestimo  desconfiada  comunicante devolveu restante dinheiro  ficou explicação financeira sobre ocorrido  pois corretor devolveria valores  alem ligações financeira  pedindo comunicante devolvesse quantia emprestada  outra pessoa passando funcionario inss  setor juridico  ligou comunicante devolvessem total dinheiro emprestado pois cancelariam contrato  utilizaram telefone  desta forma  tendo sido vitima golpe partiu propria financeira onde havia tomado emprestimo  requer ,manhã
10957,ESTELIONATO,CONSUMADO,CUIABA,JARDIM TROPICAL,INTERNET,2024-09-05 00:00:00.000,1970-01-01 18:00:00,ELETRÔNICO,FEMININO,60.0,PREJUDICADO,narrando ter recebido ligação aplicativo whatsapp 55 identificação suporte online caixa econômica federal  informando haviam tentativas empréstimos transferências sendo realizadas  mesma acabou seguindo passo passo informado suspeito  tendo tela aparelho galaxy s23 espelhado  r  339942  três quarenta dois reais  conta caixa econômica federal ag  3276 op  1288 cc  48 transferidos conta titular  conseguindo abrir comprovante maiores informações conta destino  mesma orientada ir agência bancaria solicitar med  mecânismo especial devolução  comprovante bancário transferência  seguida comparecer anexar informações conta destino ,noite
10958,ESTELIONATO,CONSUMADO,CUIABA,JARDIM PAULISTA,INTERNET,2024-04-11 00:00:00.000,1970-01-01 10:00:00,ELETRÔNICO,MASCULINO,25.0,PREJUDICADO,compareceu comunicante  vitima nesta delegacia informando através plataforma digital instagram viu oportunidade renda extra anuncio entrar contato através numero telefone  44  7931 489683 ofereceram renda r 150  cento cinquenta  á r 8  oito centos reaispor três horas trabalhadas divulgação produtos visibilidade pagina  chegar valor considerável r 67  seis mil setecentos reaisna plataforma index enviada através link httswbvchdalk  com  index  user  register sendo direcionado inicio trabalho precisou investir r 4000  quatro mil reais  resgatar valor total adquirido plataforma  tratava golpe bloqueou contato  logo após entraram contato plataforma telegram através cadastro maria alice usuário ahl190 mesma passou contato 55 insistindo finalizasse missão recuperar valor pagando vez missão ,manhã
10959,ESTELIONATO,CONSUMADO,CUIABA,JARDIM DAS AMERICAS,INTERNET,2024-04-09 00:00:00.000,1970-01-01 12:22:00,ELETRÔNICO,FEMININO,36.0,PREJUDICADO,compareceu trabalha clínica estética top estética cnpj  5832 89 localizada cuiabá mt  efetuar compra alguns produtos fornecedor razão social   cnpj  34988512 01  cpf  176947 69700 nome fantasia  sol distribuidora produtos estéticos valor 3699  três mil novecentos noventa seis reais noventa nove centavos  boleto bancário vencimento  28 pago cartão crédito bandeira visa final  6390 proprietário clínica   data  26032024  fornecedor enviou nfe código rastreio mercadoria  passar prazo entrega fornecedor disse produtos retornado origem  dizendo então mesma efetuasse cancelamento compra através cartão crédito  entrar contato emissora cartão solicitando cancelamento  recusado ,tarde
10961,APROPRIAÇÃO INDÉBITA,CONSUMADO,CUIABA,PREJUDICADO,OUTRO,2024-02-06 00:00:00.000,1970-01-01 13:00:00,OUTRO(S),MASCULINO,46.0,2º GRAU COMPLETO,realizou pix errado fato dentro banco sicred logo falou atendente momento puxou aguns dados beneficiário  porém realizou bloqueio conta  pix beneficiário  mauro lenito acacio solis  cpf parcial    379822   banco inter valor r 700                  nada declarar,tarde
10963,APROPRIAÇÃO INDÉBITA,CONSUMADO,CUIABA,PREJUDICADO,OUTRO,2024-01-05 00:00:00.000,1970-01-01 10:57:00,OUTRO(S),FEMININO,53.0,SUPERIOR COMPLETO,realizou permu8ta casas senhor murilo alcântara oliveira  todo procedimento intermediado vinicius rother representa imobiliária diamond house imobiliaria  comunicante relata ficou acordado comunicante trocaria casa senhor murilo  devido busca casa menor  ficou acordado imobiliária comunicante pagaria valor r  parte murilo r 12 diferença murilo passaria própria comunicante  comunicante relata senhor murilo cumpriu devidamente compromisso realizou pagamento devido  realizou pagamento direto imobiliária valor r 30 referente parte comunicante deveria passar imobiliária transferiu diferença direto comunicante conforme combinado  após realização pagamento corretor vinicius ainda cobrou comunicante realizar pagamento r 18 comunicante pagou  pix cnpj   coop  unique bb ltda   percebendo havia feito pagamento duplicado solicitou imobiliária começou dar desculpas realizar devolução  devolveu somente r 8 faltando ainda r 10000 toda vez entra contato dão algum tipo desculpa efetuar devolução                  nada declarar,manhã
10964,ESTELIONATO,TENTADO,CUIABA,PREJUDICADO,OUTRO,2024-01-10 00:00:00.000,1970-01-01 15:30:00,ELETRÔNICO,MASCULINO,22.0,2º GRAU COMPLETO,publicou venda motocicleta pop 110 ano 2019  plataforma olx  recebeu mensagem numeral homem identificou dizia interessado comprar motocicleta alegando pagar divida parente  iria pagar valor comunicante solicitou  porém iria repassar  pediu comunicante informasse terceira pessoa valor haviam negociado  comunicante então acreditou disse seguiu todas informações suspeito passou  então suspeito disse mulher chamada  cinthia borreto paulino  iria local ver moto iria ficar ela  logo após ver moto  solicitou registro possuía algum tipo multa documento atraso seguiram cartório realizar transferência  após preencher todos dados faltando somente assinatura comunicante transferência  ficou aguardo receber valor moto suspeito  comunicante cobrou suspeito começou querer repassar valor  falando pediria esposa transferir  nesse meio tempo esperando pagamento cinthia chamou comunicante perguntou conhecia rapaz então comunicante disse apenas negociando moto ele  então cinthia disse havia pago valor valdecir                   nada declarar,tarde
10971,ESTELIONATO,TENTADO,CUIABA,ARAES,RESIDÊNCIA PARTICULAR,2025-03-12 00:00:00.000,1970-01-01 12:00:00,ELETRÔNICO,MASCULINO,34.0,2º GRAU COMPLETO,semana passada telefone furtado cidade paulo  hoje  alguns amigos familiares disseram alguem estaria utilizando telefone fotografia aplicativo mensagens wattsup  desta forma  pedindo dinheiro  comunicante diz entrou contato várias pessoas caissem golpe  momento naõ noticias algum conhecido mandado dinheiro golpistas  utilizaram telefone numero  ocorrencias providencias caso requer ,tarde
10972,ESTELIONATO,CONSUMADO,CUIABA,JARDIM LEBLON,RESIDÊNCIA PARTICULAR,2025-03-11 00:00:00.000,1970-01-01 15:13:00,ELETRÔNICO,MASCULINO,24.0,SUPERIOR INCOMPLETO,data ontem procurava camera filmadora comprar atraves aplicativo instagram  onde encontrou perfil gold tech audio visual  onde  acessando endereço eletronico  remetido site suposta empresa  site  comunicante clicou sobre icone app mensagens wattsup  onde passou conversar suposto vendedor  conversa tal vendedor  comunicante chegou perguntar melhor fechar compra site  porem suposto vendedor disse melhor rapido continuar transação venda ali  escolhendo produto desejado  comunicante  atraves pix  realizou pagamento quantia valor r 836000  oito mil trezentos sessenta reais   pix nome     046453    banco pagseguro  através link pagbank  dia seguinte  conversar algumas pessoas conhecidas sobre tal site  ficou sabendo muitas estariam caindo golpes  tentou contato via banco tentar bloquear valor enviado  porem possivel  sendo banco respondeu abririam investigação sobre caso  ocorrencia providencias caso requer ,tarde
10973,ESTELIONATO,CONSUMADO,CUIABA,ARAES,RESIDÊNCIA PARTICULAR,2025-02-27 00:00:00.000,1970-01-01 10:00:00,OUTRO(S),MASCULINO,71.0,SUPERIOR COMPLETO,ciente responsabilidade declarações  comunicante narra data acima descrita  volta 10 hrs  watts up  fotografia filho   supostamente filho  pedia realizasse pagamento valor  pagar boleto  que  proxima segunda feira acertaria valor pai  acreditando realmente tratar filho  comunicante  39 32  transferencia via ted valor r 40 reais   totalizando valor r 11600  onze mil seiscentos oitenta reais   sabado seguinte  comunicante entrou contato filho  onde disse pai  tais depositos realizadas seguinte forma  pix feito  pix    pix  banco bradesco  conta 300  agencia 3738   conta 25  agencia 3506  comunicante registra aguarda medidas cabíveis ,manhã
10974,ESTELIONATO,CONSUMADO,CUIABA,PREJUDICADO,OUTRO,2024-02-02 00:00:00.000,1970-01-01 12:30:00,OUTRO(S),FEMININO,65.0,NÃO ALFABETIZADO,casa suposto vendedor apareceu oferecendo mangueira botijão gás valor r   mostrou interesse comprar produto usou cartão débito realizar pagamento  suposto vendedor disse cartão passando fez procedimento inserir cartão máquina outras duas vezes  certo tempo disse tudo certo  deu papel dados comunicante valor embora  tarde dia  filha olhou aplicativo banco viu haviam passado cartão várias vezes havia sido debitado conta seguintes valores  r 4 r 1 499900  comunicante narra ligou banco solicitando bloqueio cartão contestação estorno valores debitados  banco disse daria resposta 15 dias  processo banco  8                  nada declarar,tarde
10975,ESTELIONATO,CONSUMADO,CUIABA,PREJUDICADO,OUTRO,2024-02-02 00:00:00.000,1970-01-01 08:30:00,OUTRO(S),FEMININO,73.0,1º GRAU COMPLETO,cunhado banco bradesco sacar salário  chegando lá percebeu havia desconto valor total  olhar aplicativo banco viu feito  16406 84 parcelas r 39600 nome comunicante  comunicante cunhado agência banco santander recebeu papel contendo informações sobre empréstimo   dados conta liberação empréstimo  agência 29850  conta 2  email usado ximbrunaxgmailcom  endereço r vinte um  69   cuiabámt  local emissão pagamento  cidade paulo   comunicante narra autorizou solicitou empréstimo sabe devidas providências                 nada declarar,manhã
10978,ESTELIONATO,CONSUMADO,CUIABA,PREJUDICADO,OUTRO,2024-01-09 00:00:00.000,1970-01-01 11:00:00,OUTRO(S),MASCULINO,40.0,2º GRAU INCOMPLETO,recebeu link via whatsapp clicar direcionado aplicativo banco picpay onde perceber acabou  sendo valor r 4 cinthia  cpf     103398    outra valor r 8  cnpj  53387475 000149  após isso  percebeu acesso redes sociais  facebook  instagram whatsapp  comunicante narra postando redes sociais fotos rosto juntamente publicações investimentos via devidas providências                 nada declarar,manhã
10983,ESTELIONATO,CONSUMADO,CUIABA,PREJUDICADO,INTERNET,2024-01-02 00:00:00.000,1970-01-01 15:30:00,OUTRO(S),MASCULINO,41.0,PREJUDICADO,fez anuncio televisao 60 polegadas marktplace vitima interessado compra televisao  após conversar aplicativo facebook conversa continuou aplicativo mensagem whatsapp  conversa demonstrava total interesse dizia iria outra pessoa pedia vitima falasse suspeito cunhado nao pra falar valor televisao vendendo valor maior  data hoje dia 012024 vitima hector r 75000 setecentos cinquenta reais   manoel portugal amorim   celular    após pagar ate residencia senhor edivaldo pegar compra chegar  verificou conversou vitima descobriram tudo tratava golpe  tenta entrar contato porem devidas providências                 nada declarar,tarde
10985,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,OUTRO,2025-03-08 00:00:00.000,1970-01-01 17:18:00,ELETRÔNICO,MASCULINO,22.0,PREJUDICADO, onde viu anúncio venda rede social facebook  veículo renault logan  29  cor preta  sendo anunciado  valor r   então mandou mensagem via facebook posteriormente trocou várias mensagens  acreditar verdadeira  casa sra  verdadeira dona carro  qual  golpista havia entrado contato  dizendo falar comunicante sobre valor  funcionário  onde enganou ambos  comunicante acreditar verdadeira negociação  fez pix conta sicredi  agência 0810  conta corrente 63318  sendo valor r parcial    259442     pix email ivanildepagamentos6gmailcom  banco bradesco  agência 3905  conta 5719607  logo após pagamento percebeu mensagens apagadas  então perceberam tratava golpe  fizeram presentes comunicante sra confecção boletim ocorrência ,tarde
10987,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM CUIABA,OUTRO,2024-09-28 00:00:00.000,1970-01-01 11:30:00,ELETRÔNICO,FEMININO,35.0,PREJUDICADO,telefone  clonado  mandando mensagens contatos   conhecimento colega trabalho sra nilza  fez pix valor r 55000  favor   informa ainda comunicante relatando acesso aparelho celular  pois totalmente travado  bloqueado ,manhã
10988,OUTRAS FRAUDES,CONSUMADO,CUIABA,TIJUCAL,OUTRO,2024-08-26 00:00:00.000,1970-01-01 16:15:00,ELETRÔNICO,FEMININO,34.0,PREJUDICADO,ligação feito orientações passadas  então acabou fazendo dois pix valor r 40 r 3500  ambos favor jonathan aparecido  cpf parcial    3688    banco picpay  conta 7  informa comunicante pagamento pix vem código cancelamento   relatando corrido registrado pedido constestação ,tarde
10989,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM IMPERIAL,OUTRO,2024-07-20 18:00:00.000,1970-01-01 18:00:00,ELETRÔNICO,MASCULINO,24.0,2º GRAU COMPLETO,filho laudo  deficiencia intelectual  sindrome joubert  tea  pagou 20 reais receber video pornografia telegram  foto video mulher adulta  enviaram video pornografia infantil  ai ficaram ligando mandando audio fazendo chantagem mandar dinheiro  dizendo pedofilo ia mandar policia prender ia contar toda familia dele  ficou desesperado mandou 500 reais pix  tudo bandidos continuaram fazendo pressao cabeça dele  veio contar pedindo dinheiro mandar eles  2 ,noite
10991,ESTELIONATO,CONSUMADO,CUIABA,JARDIM UNIVERSITARIO,OUTRO,2024-06-04 00:00:00.000,1970-01-01 11:05:00,ELETRÔNICO,FEMININO,66.0,PREJUDICADO, caiu golpe  onde passando sobrinho   nº  foto dele  acreditar  98970  favor s  pix cpf  pag seguro sa ,manhã
10992,ESTELIONATO,CONSUMADO,CUIABA,RESIDENCIAL BORDAS DA CHAPADA,OUTRO,2024-05-22 00:00:00.000,1970-01-01 18:11:00,ELETRÔNICO,FEMININO,71.0,PREJUDICADO, mensagens  áudios ligações nº  identificando advogado sr bruno jose ricci boaventura  comunicante ganho ação justiça desde 09  pagamento via transferência ted valor r 499850 next conta 8  dia 22  18h  supostamente contador  posteriormente fez pix valor r 2607248  favor aracy   agência 3871  conta corrente 4979  dia 23052024  1311h  após pagamento  pediram feito outro pagamento valor r 31000  então percebeu tratava golpe ,noite
10993,ESTELIONATO,CONSUMADO,CUIABA,JARDIM RENASCER,OUTRO,2024-05-15 00:00:00.000,1970-01-01 12:55:00,OUTRO(S),MASCULINO,22.0,PREJUDICADO, onde negociando compra vídeo game  sendo negociado venda via mensagens  audio videos whatsapp  que acreditar verdadeira negociação acabou pagando via pix valor 5  favor  pix cpf  banco astropay  outro valor r 25200  mesma conta  logo após pagamento constatou tratava golpe ,tarde
10994,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM MARIANA,OUTRO,2024-02-02 00:00:00.000,1970-01-01 20:40:00,ELETRÔNICO,MASCULINO,51.0,PREJUDICADO, contato via whatsapp  nº  foto amigo  acreditar ele  acabou mandando valor r 15000  via pix  favor dalva oliveira santos  pix cpf  banco 99pay ip sa  posteriormente desconfiou  tratava golpe  mandaram mensagens dizendo valor errado  queria mandasse dinheiro ,noite
10995,OUTRAS FRAUDES,CONSUMADO,CUIABA,BELA VISTA,OUTRO,2024-01-23 00:00:00.000,1970-01-01 09:00:00,OUTRO(S),MASCULINO,61.0,PREJUDICADO, contato através nº  identificando sendo grupo qualiconsig  onde todos dados comunicante  sendo oferecido fazer redução valores empréstimos consignados  acreditar verdadeira  acabou mandando foto rg foto  self  junto rg ,manhã
10996,OUTRAS FRAUDES,CONSUMADO,CUIABA,PASCOAL RAMOS,OUTRO,2024-01-26 00:00:00.000,1970-01-01 08:26:00,ELETRÔNICO,FEMININO,71.0,PREJUDICADO, onde acreditar verdadeira  ganharia dinheiro assistindo vídeos youtube  acabou realizando diversos para   valor r 71  lucas  valor r 127 561 949  posteriormente desconfiou tratava golpe  contatos utilizado golpistas nº 899  nome anastacia outro nome junie hodge ,manhã
10997,OUTRAS FRAUDES,CONSUMADO,CUIABA,CENTRO SUL,OUTRO,2024-01-10 00:00:00.000,1970-01-01 10:00:00,ELETRÔNICO,FEMININO,68.0,PREJUDICADO,comparece  relatando dia 22112023  recebeu ligação  sms mensagens whatsapp financiadora trabalhava diversas financeiras  sendo oferecido portabilidade empréstimo consignado agibank  reduziria prestação consignado atual trezentos reais  seguindo conforme orientada  recebeu contrato  qual  chegou assinar digitalmente  entanto  posteriormente  constatou beneficio transferido agibank  aberto indevidamente conta agibank  acesso  sido feito emprestimo pessoal valor r 913230  nome junto agibank portabilidade consignado  valor encontrase conta agibank ,manhã
10999,OUTRAS FRAUDES,CONSUMADO,CUIABA,CENTRO POLITICO ADMINISTRATIVO,EDIFICIO PUBLICO E DEPENDENCIAS,2024-07-26 08:00:00.000,1970-01-01 08:00:00,ELETRÔNICO,MASCULINO,56.0,SUPERIOR COMPLETO,desconto folha pagamento julho empréstimos consignados contratados  consultando holerite online  2607 08  sistema  portal servidor  estado mato grosso  indevidos salário mês julho  ambos banco santander  contendo seguintes informações  empréstimo r 3761 empréstimo1 r 2103  setor gestão pessoas órgão encontro lotado reconhecimento descontos empréstimos consignados e  seguida  encaminhei ci informando irregularidade pedido bloqueio  lançamentos futuros  estorno valores descontados folha julho  protocolo sigadoc cgecin20 00624a   neste ponto  além reconhecer dois empréstimos  sublinho realizei nenhum empréstimo consignado últimos 5  cinco  anos junto banco santander qualquer outra financeira  específico financeira possuo nunca qualquer relação comercial serviços prestados empresa  conta corrente  poupança  aplicações financeiras  empréstimos  cartão crédito  etc   1 ,manhã
11000,OUTRAS FRAUDES,CONSUMADO,CUIABA,CPA 2,EM BANCO,2024-02-28 00:00:00.000,1970-01-01 16:30:00,ELETRÔNICO,FEMININO,40.0,SUPERIOR COMPLETO,recebi email informando fraudando utilizando senha banco nubbank  ligar 08  3235036 informada precisa fazer procedimento segurança senha saldos conta  seguindo passos atendente confirmou valor saldo conta valor r 2442 pix sobrenome mãe  confiei informações repassadas copie colei whatsap informações digitar senha aplicativo percebi saldo conta zerou seguida procedimento forma crédito onde utilizaram cartão valor r 1553  onde comprovantes gerados nome trindade filho cnpj 54095434 41 9 agência 0001  percebi então tratava fraude  ,tarde
11001,OUTRAS FRAUDES,CONSUMADO,CUIABA,SANTA CRUZ,INTERNET,2024-10-19 13:51:00.000,1970-01-01 13:51:00,ELETRÔNICO,FEMININO,49.0,SUPERIOR COMPLETO,dia 19 outubro 2024  tentar acessar conta instagram  nilzacga   percebi havia sido deslogada  imediatamente  sucesso  desconfiei então conta havia sido hackeada  algumas horas ocorrido  amigos começaram mandar mensagem whatsapp perguntando sobre  os investimentos   então verifiquei invasores utilizando conta postar anúncios falsos investimentos criptomoedas  oferecendo retorno financeiro poucos minutos  dinheiro participarem falsos investimentos  realizar procedimento recuperação conta plataforma instagram  seguindo passos indicados  obtive sucesso  pois golpistas alteraram dados vinculados conta  email telefone  impossibilitando qualquer tentativa recuperação  preocupada possibilidade pessoas serem prejudicadas  especialmente acreditam enviando mensagens  decidi registrar presente boletim ocorrência resguardar direitos alertar autoridades sobre situação  7 ,tarde
11002,OUTRAS FRAUDES,CONSUMADO,CUIABA,CPA 2,INTERNET,2024-09-30 08:00:00.000,1970-01-01 08:00:00,ELETRÔNICO,MASCULINO,25.0,SUPERIOR COMPLETO,dia 30092024  realizei pagamento boleto banco bradesco  todavia  beoleto fraudulento  9 ,manhã
11003,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM DAS AMERICAS,INTERNET,2024-05-17 00:00:00.000,1970-01-01 09:43:00,ELETRÔNICO,FEMININO,1.0,PREJUDICADO,hoje manha mae recebeu mensagem whatsapp numero diferente utilizando foto utilizo apenas instagram  onde avisa mae havia estragado celular numero antigo solicitava mae pagasse conta  enviou pix  sendo assim  faco boletim ocorrencia registra tentativa estelionato falsa identidade  dados enviados  banco pagseguro  nome  kauan cantenhede sousa  ag 0001  numero conta  2  cpf     utilizaram numero celular whats   verificado cnpj  pessoa empresa brasilia  aguas claras  6 ,manhã
11004,OUTRAS FRAUDES,CONSUMADO,CUIABA,RESIDENCIAL SALVADOR COSTA MARQUES,INTERNET,2024-04-16 00:00:00.000,1970-01-01 14:00:00,ELETRÔNICO,FEMININO,43.0,PREJUDICADO,conta facebook  catia oliveira  rackeada  onde pediram dinheiro  pix  contatos  sendo cadastrado outro email catiaalessandradacunhagmailcom  qual  seu  perdendo assim acesso facebook  informa comunicante desconhece alguem caído golpe ,tarde
11005,OUTRAS FRAUDES,CONSUMADO,CUIABA,JARDIM IMPERIAL,INTERNET,2024-02-26 00:00:00.000,1970-01-01 17:39:00,ELETRÔNICO,MASCULINO,27.0,SUPERIOR COMPLETO,dia 2624 17h39 m  horario mato grosso  recebeu duas ligações  sendo primeira   atendeu estelionatário enganou dizendo haviam compras suspeitas sendo feitas cartão nubank  necessários procedimentos proteger conta  necessário transferir todo valor cartão crédito forma pix usado golpe compras  valor cartão crédito banco nubank  vítima  r 225660  transferido pix estelionatário   d98efe6aea48bd94e1336d7dfc22d   descrição pagamento  protection credit    053849 52   pagseguro internet ip sa   agência   conta 3  ligação desligada  logo após retornaram outro  3  questionando vítima   outras contas serem protegidas suposto golpe compras  disse sim  estelionatário disse segurança recomendava retirado todo dinheiro banco itau transferido conta criaram pra ele  resolverem golpe  nisso  fizeram teste pix itau autorizou retirada  então disseram pra transferir todo dinheiro banco nubank  assim  feitas duas  565406  outra de  r 401000  mesma maneira anterior  criaram chaves pix  transferido todo valor mesma conta estelionatário  acima exposta  continua recebendo ligações desses números  horário de  20h09 m nº ,tarde
11006,ESTELIONATO,CONSUMADO,CUIABA,JARDIM ACLIMACAO,CONDOMÍNIO,2024-05-07 16:25:00.000,1970-01-01 16:25:00,VERBAL,FEMININO,74.0,SUPERIOR INCOMPLETO,relato dia 05 recebi telefonema banco brasil  segundo pessoa falando comigo  solicitou confirmação compra realizada loja havan estado paulo valor 2250 r  respondi havia realizado  solicitou seguida dados pessoais endereço  rg cpf senha 6 dígitos iria enviar policial civil paisano buscar cartão  bem orientou escrever carta contestação punho cortar meio cartão crédito forma preservar chip colocar envelope lacrado junto carta  feito  entregar portaria condomínio residencial aclimação  f  bairro jardim aclimação  foi filmado  tratativas ocorreram 13h 1730h   após esposo voltar serviço  relatei ocorrido  identificou caí golpe  pois banco brasil mensagem informando tipo golpe ocorrendo  diante fatos  ligamos banco brasil   4401  relatamos ocorrido protocolo 2951788  diante atendimento informou realizado débito valor r 3 crédito r 6218 outro r   aprovados banco  solicitei bloqueio tudo  assim fez  cartão bloqueado roubo diante relato  seguida  atendente  orientou ligar  0890722  opção 8  após novo atendente relatou tentativa sacar r 9060 outro r 9  passei atendente todos dados informou golpe  considerando cartão bloqueado consultei conta aplicativo fiz transferência via r 1000  como teste confirmar havia sido bloqueado fato   normalmente liguei novamente banco atendida funcionário  confirmou cartão bloqueado senha 6 dígitos bloqueada realizar desbloqueio novo cartão mudança senha preciso sim fisicamente banco  passou numero processo contestação 2024 prazo 15 dias consultar aplicativo  relacionamento   8 ,tarde
11008,ESTELIONATO,CONSUMADO,CUIABA,BELA VISTA,OUTRO,2024-07-09 00:00:00.000,1970-01-01 14:20:00,OUTRO(S),MASCULINO,51.0,PREJUDICADO,equipe composta investigadores  eder atender denúncia flagrante realizada boletim ocorrencia 24203393  nesse boletim ocorrencia vítima sofreu golpe data hoje valor r 160  caiu conta herica oliveira conceição pix email 26claramariasilvagmailcom banco nubank  valor transação carro falso intermediario passou conta  equipe tomando ciencia desse fato prosseguiu loja marciana kids onde trabalha herica oliveira conceição  local encontrada perguntada sobre venda conta confirmou disse vendia conta valor 400 reais  informou comprou conta priscila trabalhava empresa alho  qualificamos priscilla trabalha empresa marcão alho  diligenciamos empresa encontramos priscilla trouxemos duas delegacia devidas providencias ,tarde
11009,ESTELIONATO,TENTADO,CUIABA,AREAO,OUTRO,2024-10-29 00:00:00.000,1970-01-01 10:00:00,ELETRÔNICO,FEMININO,36.0,PREJUDICADO,narra comunicante ciência nesta manhã  deste dia  usado whatsapp   passando pedindo dinheiro pix cpf  nome favorecido  narra comunicante usando foto neste contato  sendo foto banco dados dentran deste estado  narra comunicante presente momento ninguém caído golpe  registrase ocorrência demais providências ,manhã
11011,ESTELIONATO,CONSUMADO,CUIABA,CENTRO POLITICO ADMINISTRATIVO,OUTRO,2024-06-13 00:00:00.000,1970-01-01 12:00:00,ELETRÔNICO,FEMININO,21.0,2º GRAU COMPLETO,dia 122024 recebi mensagem whatsapp numero desconhecido oferecendo oportunidade ganhar dinheiro internet  primeiro contato  pois ja haviam entrado contato antes  passou instruções feito instagram  chama grupo tarefas  feito grupo telegram la mentor passava tarefas  voce começa fazendo atividades simples curtir post instagram assim beneficiado bonus ate chegar atividade voce investir dinheiro dia devolvem   ocorre ate primeira vez ok  consegui 5 aumentou ganancia ponto pedir dinheiro emprestado transferir 3000 dia hoje 1306  ocorre depositei  pediram outro valor maior  criou grupo suposto 4 pessoas contando comigo valores iam 9mil 16mil  ocorre valor minimo continuar inclusive quase peguei dinheiro agiotagem  medo pois comecei desconfiar clientes percebi golpe  denunciar assim devolveram dinheiro depositei  boletim confeccionado vitima delegacia virtual validado atraves protocolo 4,tarde
11017,ESTELIONATO,CONSUMADO,CUIABA,MORADA DA SERRA,INTERNET,2024-06-14 00:00:00.000,1970-01-01 09:48:00,ELETRÔNICO,FEMININO,36.0,PREJUDICADO,viu anuncio marketplace moveis planejados após interessar entrou contato através whatsapp numero  whatsapp negociado movel desejado armário  onde comunicante deveria efetuar pagamento 50  valor total bem desejado valor r 6  sendo pagos dia 14 conta nome r 300  movel entregue dia 17062024  entato entregue  decorrencia entrega bem acordado comunicante entrou contato vendedor constatou havia sido bloqueado instagram respondia devidas providências                 nada declarar,manhã
